retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Street Footwear,65,950,617500,277875,45,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Athletic Footwear,60,700,420000,147000,35,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,25,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Athletic Footwear,55,575,316250,94875,30,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Men's Apparel,65,600,390000,136500,35,In-store
West Gear,1185732,2021-07-08,Northeast,New York,Albany,Women's Apparel,70,775,542500,271250,50,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Street Footwear,65,925,601250,270563,45,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Athletic Footwear,60,700,420000,147000,35,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,25,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Athletic Footwear,45,575,258750,77625,30,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,55,550,302500,105875,35,In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Women's Apparel,60,725,435000,217500,50,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,55,850,467500,210375,45,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Athletic Footwear,50,650,325000,113750,35,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,45,550,247500,61875,25,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Athletic Footwear,45,525,236250,70875,30,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Apparel,55,525,288750,101063,35,In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Apparel,60,625,375000,187500,50,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Street Footwear,60,800,480000,216000,45,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Athletic Footwear,50,625,312500,109375,35,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Street Footwear,50,525,262500,65625,25,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Athletic Footwear,50,500,250000,75000,30,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Apparel,60,500,300000,105000,35,In-store
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Women's Apparel,65,625,406250,203125,50,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Street Footwear,60,775,465000,209250,45,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,50,600,300000,105000,35,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Street Footwear,50,545,272500,68125,25,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,50,575,287500,86250,30,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Apparel,65,550,357500,125125,35,In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Apparel,70,650,455000,227500,50,In-store
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Street Footwear,65,875,568750,255938,45,In-store
West Gear,1185732,2021-12-08,Northeast,New York,Albany,Men's Athletic Footwear,55,675,371250,129938,35,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Street Footwear,55,625,343750,85938,25,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,55,575,316250,94875,30,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,65,575,373750,130813,35,In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,70,675,472500,236250,50,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,40,800,320000,160000,50,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Athletic Footwear,40,600,240000,72000,30,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Street Footwear,30,600,180000,63000,35,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35,450,157500,55125,35,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Apparel,50,500,250000,75000,30,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Apparel,40,600,240000,60000,25,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Street Footwear,40,850,340000,170000,50,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40,500,200000,60000,30,In-store
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,30,550,165000,57750,35,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52063,35,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,30,In-store
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Women's Apparel,40,600,240000,60000,25,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40,820,328000,164000,50,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,525,210000,63000,30,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,30,550,165000,57750,35,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,400,140000,49000,35,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,50,450,225000,67500,30,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,25,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,40,800,320000,160000,50,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,500,200000,60000,30,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,30,500,150000,52500,35,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,35,425,148750,52063,35,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,50,425,212500,63750,30,In-store
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,40,550,220000,55000,25,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,50,820,410000,205000,50,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,525,236250,70875,30,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,500,200000,70000,35,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,450,180000,63000,35,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,50,475,237500,71250,30,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,55,600,330000,82500,25,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,425000,212500,50,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,30,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,210000,73500,35,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,35,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,30,In-store
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,55,650,357500,89375,25,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,50,875,437500,218750,50,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,625,281250,84375,30,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,220000,77000,35,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,35,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,50,525,262500,78750,30,In-store
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,55,700,385000,96250,25,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,50,850,425000,212500,50,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,625,281250,84375,30,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,40,550,220000,77000,35,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,525,210000,73500,35,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,30,In-store
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,55,675,371250,92813,25,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,50,800,400000,200000,50,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,30,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,40,525,210000,73500,35,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,500,200000,70000,35,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,50,500,250000,75000,30,In-store
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,55,600,330000,82500,25,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55,775,426250,213125,50,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,30,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,45,500,225000,78750,35,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,475,213750,74813,35,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,55,475,261250,78375,30,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,60,600,360000,90000,25,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55,750,412500,206250,50,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,575,258750,77625,30,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,45,520,234000,81900,35,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,225000,78750,35,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,55,475,261250,78375,30,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,60,575,345000,86250,25,In-store
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,55,800,440000,220000,50,In-store
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45,600,270000,81000,30,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,45,550,247500,86625,35,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,45,500,225000,78750,35,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,55,500,275000,82500,30,In-store
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,60,600,360000,90000,25,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,30,350,105000,36750,35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,140000,49000,35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,140000,49000,35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,200,80000,28000,35,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,45,150,67500,27000,40,In-store
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Apparel,40,400,160000,48000,30,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,30,450,135000,47250,35,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40,350,140000,49000,35,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,40,350,140000,49000,35,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,200,80000,28000,35,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,45,125,56250,22500,40,In-store
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,40,325,130000,39000,30,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,40,475,190000,66500,35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,325,162500,56875,35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,192500,67375,35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,250,125000,43750,35,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,55,100,55000,22000,40,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,50,300,150000,45000,30,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,55,475,261250,91438,35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,60,275,165000,57750,35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,60,325,195000,68250,35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,225,101250,35438,35,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,50,125,62500,25000,40,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,65,300,195000,58500,30,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,50,500,250000,87500,35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,350,192500,67375,35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,55,350,192500,67375,35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,275,137500,48125,35,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,45,175,78750,31500,40,In-store
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60,525,315000,94500,30,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55,775,426250,149188,35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,65,650,422500,147875,35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,80,650,520000,182000,35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,80,525,420000,147000,35,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,90,400,360000,144000,40,In-store
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,105,700,735000,220500,30,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,85,850,722500,252875,35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,90,700,630000,220500,35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,90,650,585000,204750,35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,85,550,467500,163625,35,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,90,600,540000,216000,40,In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,105,600,630000,189000,30,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,90,800,720000,252000,35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80,775,620000,217000,35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,70,650,455000,159250,35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,425,297500,104125,35,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,70,425,297500,119000,40,In-store
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,75,250,187500,56250,30,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,50,450,225000,78750,35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,450,247500,86625,35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,50,250,125000,43750,35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50,200,100000,35000,35,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,60,225,135000,54000,40,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,45,250,112500,33750,30,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,40,350,140000,49000,35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,525,288750,101063,35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,50,350,175000,61250,35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45,325,146250,51188,35,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,55,300,165000,66000,40,In-store
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,60,350,210000,63000,30,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,45,575,258750,90563,35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,50,650,325000,113750,35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,45,475,213750,74813,35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,55,450,247500,86625,35,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,75,425,318750,127500,40,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,80,550,440000,132000,30,In-store
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65,750,487500,170625,35,In-store
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75,750,562500,196875,35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,70,550,385000,134750,35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,70,550,385000,134750,35,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,80,475,380000,152000,40,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,85,575,488750,146625,30,In-store
